Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL
63.182.1,FALSE,FALSE,TRUE,11731,The American Wing,1963,"Painting, miniature",Francis Depau,American,,,,,Artist,,James Peale,"American, Chestertown, Maryland 1749–1831 Philadelphia, Pennsylvania",,"Peale, James",American,1749,1831,,http://vocab.getty.edu/page/ulan/500029852,https://www.wikidata.org/wiki/Q3161332,1802,1802,1802,Watercolor on ivory,2 7/8 x 2 1/4 in. (7.2 x 5.7 cm),"Gift of Jacqueline L. Hammond, 1963",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11731,https://www.wikidata.org/wiki/Q19924748,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
25.117.2,FALSE,FALSE,TRUE,11732,The American Wing,1925,"Painting, miniature","Mrs. Jonathan Pinkney, Jr. (Elizabeth Munroe)",American,,,,,Artist,,James Peale,"American, Chestertown, Maryland 1749–1831 Philadelphia, Pennsylvania",,"Peale, James",American,1749,1831,,http://vocab.getty.edu/page/ulan/500029852,https://www.wikidata.org/wiki/Q3161332,1798,1798,1798,Watercolor on ivory,Sight: 2 3/4 x 2 1/4 in. (7 x 5.7 cm),"Maria DeWitt Jesup Fund, 1925",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11732,https://www.wikidata.org/wiki/Q19925276,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943
1974.3,FALSE,FALSE,TRUE,11733,The American Wing,1974,"Painting, miniature","Mrs. John Sevier, Jr. (Rebecca Richards)",American,,,,,Artist,,James Peale,"American, Chestertown, Maryland 1749–1831 Philadelphia, Pennsylvania",,"Peale, James",American,1749,1831,,http://vocab.getty.edu/page/ulan/500029852,https://www.wikidata.org/wiki/Q3161332,1794,1794,1794,Watercolor on ivory,2 1/2 x 1 7/8 in. (6.4 x 4.8 cm),"Gift of Margaret S. Comeaux, 1974",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11733,https://www.wikidata.org/wiki/Q19923840,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943
39.52,TRUE,FALSE,TRUE,11734,The American Wing,1939,Painting,Still Life: Balsam Apple and Vegetables,American,,,,,Artist,,James Peale,"American, Chestertown, Maryland 1749–1831 Philadelphia, Pennsylvania",,"Peale, James",American,1749,1831,,http://vocab.getty.edu/page/ulan/500029852,https://www.wikidata.org/wiki/Q3161332,ca. 1820s,1817,1820,Oil on canvas,20 1/4 x 26 1/2 in. (51.4 x 67.3 cm),"Maria DeWitt Jesup Fund, 1939",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11734,https://www.wikidata.org/wiki/Q20170246,,"Metropolitan Museum of Art, New York, NY",Vegetables|Tomatoes|Still Life,http://vocab.getty.edu/page/aat/300380162|http://vocab.getty.edu/page/aat/300266435|http://vocab.getty.edu/page/aat/300015638
1986.29,FALSE,FALSE,TRUE,11735,The American Wing,1986,"Painting, miniature",Peter Gilman Odlin,American,,,,,Artist,,Raphaelle Peale,1774–1825,,"Peale, Raphaelle",,1774,1825,,http://vocab.getty.edu/page/ulan/500004821,https://www.wikidata.org/wiki/Q1374536,ca. 1805,1802,1805,Watercolor on ivory,2 3/16 x 1 25/32 in. (5.6 x 4.7 cm),"Purchase, Gifts of Robert E. Tod, Mrs. Louise Lamson and William Gedney Bunce and Bequest of Antoinette D. T. Throckmorton, by exchange; Mr. and Mrs. Leonard Milberg Gift; Gifts in memory of Elizabeth B. Besobrasow and gifts from various donors, 1986",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11735,https://www.wikidata.org/wiki/Q20177645,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
33.158,FALSE,FALSE,TRUE,11736,The American Wing,1933,"Painting, miniature",Mrs. John Montgomery (Sarah Diemer),American,,,,,Artist,,Raphaelle Peale,1774–1825,,"Peale, Raphaelle",,1774,1825,,http://vocab.getty.edu/page/ulan/500004821,https://www.wikidata.org/wiki/Q1374536,1800,1800,1800,Watercolor on ivory,3 7/16 x 2 3/4 in. (8.7 x 7 cm),"Fletcher Fund, 1933",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11736,https://www.wikidata.org/wiki/Q20177648,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943
59.166,TRUE,FALSE,TRUE,11737,The American Wing,1959,Painting,Still Life with Cake,American,,,,,Artist,,Raphaelle Peale,1774–1825,,"Peale, Raphaelle",,1774,1825,,http://vocab.getty.edu/page/ulan/500004821,https://www.wikidata.org/wiki/Q1374536,1818,1818,1818,Oil on wood,10 3/4 x 15 1/4 in. (27.3 x 38.7 cm),"Maria DeWitt Jesup Fund, 1959",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11737,https://www.wikidata.org/wiki/Q19925409,,"Metropolitan Museum of Art, New York, NY",Cakes|Fruit|Grapes|Wine|Still Life,http://vocab.getty.edu/page/aat/300255019|http://vocab.getty.edu/page/aat/300011868|http://vocab.getty.edu/page/aat/300379338|http://vocab.getty.edu/page/aat/300379442|http://vocab.getty.edu/page/aat/300015638
64.243,FALSE,FALSE,TRUE,11738,The American Wing,1964,"Painting, miniature",Charles Frederick Mayer,American,,,,,,,,,,,,,,,,,ca. 1815–20,1815,1820,Watercolor on ivory,Dimensions unavailable,"Gift of Miss Mary Van Kleeck, 1964",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11738,https://www.wikidata.org/wiki/Q19924682,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
24.109.86,FALSE,TRUE,TRUE,11739,The American Wing,1924,Painting,George Washington,American,,,,,Artist,,Rembrandt Peale,"American, Bucks County, Pennsylvania 1778–1860 Philadelphia, Pennsylvania",,"Peale, Rembrandt",American,1778,1860,,http://vocab.getty.edu/page/ulan/500019719,https://www.wikidata.org/wiki/Q375926,ca. 1846,1843,1846,Oil on canvas,36 1/8 x 29 1/8 in. (91.76 x 73.98 cm),"Bequest of Charles Allen Munn, 1924",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11739,https://www.wikidata.org/wiki/Q20170275,,"Metropolitan Museum of Art, New York, NY",Men|George Washington|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/ulan/500126198|http://vocab.getty.edu/page/aat/300015637
54.15.1,FALSE,FALSE,TRUE,11740,The American Wing,1954,Painting,George Washington,American,,,,,Artist,,Rembrandt Peale,"American, Bucks County, Pennsylvania 1778–1860 Philadelphia, Pennsylvania",,"Peale, Rembrandt",American,1778,1860,,http://vocab.getty.edu/page/ulan/500019719,https://www.wikidata.org/wiki/Q375926,ca. 1846,1843,1846,Oil on canvas,36 x 29 in. (91.4 x 73.7 cm),"Bequest of Frances Mead, 1926",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11740,https://www.wikidata.org/wiki/Q20172749,,"Metropolitan Museum of Art, New York, NY",Men|George Washington|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/ulan/500126198|http://vocab.getty.edu/page/aat/300015637
1980.77,FALSE,FALSE,TRUE,11741,The American Wing,1980,Painting,John Johnston,American,,,,,Artist,,Rembrandt Peale,"American, Bucks County, Pennsylvania 1778–1860 Philadelphia, Pennsylvania",,"Peale, Rembrandt",American,1778,1860,,http://vocab.getty.edu/page/ulan/500019719,https://www.wikidata.org/wiki/Q375926,1826–29,1826,1829,Oil on canvas,30 1/4 x 26 in. (76.8 x 66 cm),"Bequest of Noel Johnston King, 1979",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11741,https://www.wikidata.org/wiki/Q19923848,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
21.19,FALSE,FALSE,TRUE,11742,The American Wing,1921,Painting,The Marquis de Lafayette,American,,,,,Artist,,Rembrandt Peale,"American, Bucks County, Pennsylvania 1778–1860 Philadelphia, Pennsylvania",,"Peale, Rembrandt",American,1778,1860,,http://vocab.getty.edu/page/ulan/500019719,https://www.wikidata.org/wiki/Q375926,1825,1825,1825,Oil on canvas,34 1/2 x 27 3/8 in. (87.6 x 69.5 cm),"Rogers Fund, 1921",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11742,https://www.wikidata.org/wiki/Q19925413,,"Metropolitan Museum of Art, New York, NY",Men|Marquis de Lafayette|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/ulan/500354248|http://vocab.getty.edu/page/aat/300015637
54.15.2,FALSE,FALSE,TRUE,11743,The American Wing,1954,Painting,Martha Washington,American,,,,,Artist,,Rembrandt Peale,"American, Bucks County, Pennsylvania 1778–1860 Philadelphia, Pennsylvania",,"Peale, Rembrandt",American,1778,1860,,http://vocab.getty.edu/page/ulan/500019719,https://www.wikidata.org/wiki/Q375926,ca. 1850,1847,1850,Oil on canvas,36 x 29 in. (91.4 x 73.7 cm),"Bequest of Frances Mead, 1926",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11743,https://www.wikidata.org/wiki/Q19925283,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943
22.69,FALSE,TRUE,TRUE,11744,The American Wing,1922,Painting,The Arab Jeweler,American,,,,,Artist,,Charles Sprague Pearce,1851–1914,,"Pearce, Charles Sprague",,1851,1914,,http://vocab.getty.edu/page/ulan/500031565,https://www.wikidata.org/wiki/Q466921,ca. 1882,1879,1882,Oil on canvas,46 x 35 3/8 in. (116.8 x 89.9 cm),"Gift of Edward D. Adams, 1922",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11744,https://www.wikidata.org/wiki/Q20176485,,"Metropolitan Museum of Art, New York, NY",Jewelry|Tools|Men|Working,http://vocab.getty.edu/page/aat/300209286|http://vocab.getty.edu/page/aat/300024841|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300412186
66.242.27,FALSE,TRUE,TRUE,11745,The American Wing,1966,Painting,The Raymond Children,American,,,,,Artist,,Robert Peckham,1785–1877,,"Peckham, Robert",American,1785,1877,,http://vocab.getty.edu/page/ulan/500009849,https://www.wikidata.org/wiki/Q20859501,ca. 1838,1835,1838,Oil on canvas,55 1/4 x 39 in. (140.3 x 99 cm),"Gift of Edgar William and Bernice Chrysler Garbisch, 1966",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11745,https://www.wikidata.org/wiki/Q20172761,,"Metropolitan Museum of Art, New York, NY",Toys|Boys|Girls|Dolls,http://vocab.getty.edu/page/aat/300211037|http://vocab.getty.edu/page/aat/300247598|http://vocab.getty.edu/page/aat/300247581|http://vocab.getty.edu/page/aat/300211087
25.98,FALSE,TRUE,TRUE,11746,The American Wing,1925,"Painting, miniature",Stephen Hooper,American,,,,,Artist,,Henry Pelham,"American, Boston, Massachusetts 1749–1806 Dublin",,"Pelham, Henry",American,1749,1806,,http://vocab.getty.edu/page/ulan/500024362,https://www.wikidata.org/wiki/Q5726826,1773,1773,1773,Watercolor on ivory,1 7/8 x 1 1/2 in. (4.6 x 3.7 cm),"Fletcher Fund, 1925",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11746,https://www.wikidata.org/wiki/Q20177662,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
1980.361,FALSE,TRUE,TRUE,11758,The American Wing,1980,Painting,Talking It Over,American,,,,,Artist,,Enoch Wood Perry,1831–1915,,"Perry, Enoch Wood",,1831,1915,,http://vocab.getty.edu/page/ulan/500028627,https://www.wikidata.org/wiki/Q5379343,1872,1872,1872,Oil on canvas,22 1/4 x 29 1/4 in. (56.5 x 74.3 cm),"Gift of Erving and Joyce Wolf, in memory of Diane R. Wolf, 1980",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11758,https://www.wikidata.org/wiki/Q19930497,,"Metropolitan Museum of Art, New York, NY",Men|Horses,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300250148
55.177,FALSE,FALSE,TRUE,11759,The American Wing,1955,Painting,The True American,American,,,,,Artist,,Enoch Wood Perry,1831–1915,,"Perry, Enoch Wood",,1831,1915,,http://vocab.getty.edu/page/ulan/500028627,https://www.wikidata.org/wiki/Q5379343,ca. 1874,1869,1879,Oil on canvas,11 7/8 x 16 1/8 in. (30.2 x 41 cm),"Arthur Hoppock Hearn Fund, 1955",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11759,https://www.wikidata.org/wiki/Q19925172,,"Metropolitan Museum of Art, New York, NY",Newspapers|Men|Reading,http://vocab.getty.edu/page/aat/300026656|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300248178
55.176,FALSE,FALSE,TRUE,11761,The American Wing,1955,Painting,Office Board,American,,,,,Artist,,John F. Peto,1854–1907,,"Peto, John F.",,1854,1907,,http://vocab.getty.edu/page/ulan/500030892,https://www.wikidata.org/wiki/Q978526,1885,1885,1885,Oil on canvas,24 3/8 x 19 7/8 in. (61.9 x 50.5 cm),"George A. Hearn Fund, 1955",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11761,https://www.wikidata.org/wiki/Q19924509,,"Metropolitan Museum of Art, New York, NY",Trompe-l'Oeil|Still Life,http://vocab.getty.edu/page/aat/300056506|http://vocab.getty.edu/page/aat/300015638
39.172.1,FALSE,FALSE,TRUE,11762,The American Wing,1939,Painting,The Old Cremona,American,,,,,Artist,,John F. Peto,1854–1907,,"Peto, John F.",,1854,1907,,http://vocab.getty.edu/page/ulan/500030892,https://www.wikidata.org/wiki/Q978526,ca. 1887–90,1884,1890,Oil on canvas,16 x 12 in. (40.6 x 30.5 cm),"Harris Brisbane Dick Fund, 1939",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11762,https://www.wikidata.org/wiki/Q19924042,,"Metropolitan Museum of Art, New York, NY",Violins,http://vocab.getty.edu/page/aat/300042215
68.205.3,FALSE,FALSE,TRUE,11763,The American Wing,1968,Painting,Old Souvenirs,American,,,,,Artist,,John F. Peto,1854–1907,,"Peto, John F.",,1854,1907,,http://vocab.getty.edu/page/ulan/500030892,https://www.wikidata.org/wiki/Q978526,ca. 1881–1901,1878,1901,Oil on canvas,26 3/4 x 22 in. (67.9 x 55.9 cm),"Bequest of Oliver Burr Jennings, 1968",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11763,https://www.wikidata.org/wiki/Q20169503,,"Metropolitan Museum of Art, New York, NY",Still Life,http://vocab.getty.edu/page/aat/300015638
62.256.2,FALSE,TRUE,TRUE,11764,The American Wing,1962,Painting,Mrs. Mayer and Daughter,American,,,,,Artist,,Ammi Phillips,1788–1865,,"Phillips, Ammi",American,1788,1865,,http://vocab.getty.edu/page/ulan/500027079,https://www.wikidata.org/wiki/Q2843640,1835–40,1835,1840,Oil on canvas,37 7/8 x 34 1/4 in. (96.2 x 87 cm),"Gift of Edgar William and Bernice Chrysler Garbisch, 1962",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11764,https://www.wikidata.org/wiki/Q20170255,,"Metropolitan Museum of Art, New York, NY",Girls|Portraits|Mothers|Women,http://vocab.getty.edu/page/aat/300247581|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025932|http://vocab.getty.edu/page/aat/300025943
64.309.3,FALSE,FALSE,TRUE,11765,The American Wing,1964,Painting,Philip Slade,American,,,,,Artist,,Ammi Phillips,1788–1865,,"Phillips, Ammi",American,1788,1865,,http://vocab.getty.edu/page/ulan/500027079,https://www.wikidata.org/wiki/Q2843640,1818,1818,1818,Oil on canvas,38 1/2 x 32 1/2 in. (97.3 x 82.6 cm),"Gift of Edgar William and Bernice Chrysler Garbisch, 1964",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11765,https://www.wikidata.org/wiki/Q20170263,,"Metropolitan Museum of Art, New York, NY",Books|Men|Portraits,http://vocab.getty.edu/page/aat/300028051|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
1980.360.1,FALSE,FALSE,TRUE,11766,The American Wing,1980,Painting,Thomas Storm,American,,,,,Artist,,Ammi Phillips,1788–1865,,"Phillips, Ammi",American,1788,1865,,http://vocab.getty.edu/page/ulan/500027079,https://www.wikidata.org/wiki/Q2843640,ca. 1830,1827,1830,Oil on canvas,32 x 26 in. (81.3 x 66 cm),"Bequest of Edgar William and Bernice Chrysler Garbisch, 1979",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11766,https://www.wikidata.org/wiki/Q19925558,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
6.199,FALSE,FALSE,TRUE,11771,The American Wing,1906,Painting,Banks of the Loing,American,,,,,Artist,,William Lamb Picknell,1853–1897,,"Picknell, William Lamb",,1853,1897,,http://vocab.getty.edu/page/ulan/500016022,https://www.wikidata.org/wiki/Q8014260,ca. 1894–97,1891,1897,Oil on canvas,58 1/4 x 83 in. (148 x 210.8 cm),"Bequest of Mrs. Gertrude Flagg, 1905",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11771,https://www.wikidata.org/wiki/Q19924840,,"Metropolitan Museum of Art, New York, NY",Rivers|Landscapes,http://vocab.getty.edu/page/aat/300008707|http://vocab.getty.edu/page/aat/300132294
95.14.101,FALSE,FALSE,TRUE,11772,The American Wing,1895,"Painting, miniature",Mrs. Phineas Miller (Catherine Littlefield),American,,,,,Artist,,Joseph-Pierre Picot de Limoelan de Cloriviere,"Broons, France 1768–1826 Washington, D.C.",,"Picot, de Limoelan de Cloriviere Joseph-Pierre",,1768,1826,,http://vocab.getty.edu/page/ulan/500102187,https://www.wikidata.org/wiki/Q22691483,1806,1806,1806,Watercolor on ivory,Sight: 2 1/2 x 2 1/16 in. (6.4 x 5.2 cm),"The Moses Lazarus Collection, Gift of Josephine and Sarah Lazarus, in memory of their father, 1888–95",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11772,https://www.wikidata.org/wiki/Q20177655,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943
25.106.12,FALSE,FALSE,TRUE,11773,The American Wing,1925,"Painting, miniature",Portrait of a Lady,American,,,,,Artist,,Joseph-Pierre Picot de Limoelan de Cloriviere,"Broons, France 1768–1826 Washington, D.C.",,"Picot, de Limoelan de Cloriviere Joseph-Pierre",,1768,1826,,http://vocab.getty.edu/page/ulan/500102187,https://www.wikidata.org/wiki/Q22691483,ca. 1808,1803,1813,Watercolor on ivory,2 5/8 x 2 1/8 in. (6.7 x 5.4 cm),"Gift of Mrs. Louis V. Bell, in memory of her husband, 1925",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11773,https://www.wikidata.org/wiki/Q20177658,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943
46.67.83,FALSE,FALSE,TRUE,11774,The American Wing,1946,Painting,Landscape,American,,,,,Artist,Follower of,Jean Pillement,"French, Lyons 1728–1808 Lyons",,"Pillement, Jean",French,1728,1808,,http://vocab.getty.edu/page/ulan/500022719,https://www.wikidata.org/wiki/Q374713,1800–1830,1800,1830,Oil on canvas,25 x 37 in. (63.5 x 94 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11774,https://www.wikidata.org/wiki/Q20170283,,"Metropolitan Museum of Art, New York, NY",Houses|Landscapes,http://vocab.getty.edu/page/aat/300005433|http://vocab.getty.edu/page/aat/300132294
50.155.2,FALSE,FALSE,TRUE,11775,The American Wing,1950,Painting,The Daughters of Daniel T. MacFarlan,American,,,,,Artist,,Theodore E. Pine,1827–1905,,"Pine, Theodore E.",,1827,1905,,,https://www.wikidata.org/wiki/Q21693937,1857,1857,1857,Oil on canvas,56 x 44 in. (142.2 x 111.8 cm),"Gift of Mr. and Mrs. Louis D. Gregg, 1950",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11775,https://www.wikidata.org/wiki/Q19924590,,"Metropolitan Museum of Art, New York, NY",Girls|Portraits|Dogs,http://vocab.getty.edu/page/aat/300247581|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300265714
